vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox_info
3,1100,45.87916666666666,10,car,0.92341465,"1,127,106,164"
3,1100,45.87916666666666,11,car,0.90500224,"534,132,559,146"
3,1100,45.87916666666666,12,car,0.70774233,"569,134,593,142"
3,1100,45.87916666666666,13,person,0.6241792,"95,149,123,166"
3,1800,75.075,0,person,0.99518716,"388,286,422,357"
3,1800,75.075,1,person,0.9949622,"465,279,502,351"
3,1800,75.075,2,person,0.9877302,"153,307,186,359"
3,1800,75.075,3,person,0.98658085,"281,308,311,349"
3,1800,75.075,4,person,0.95393926,"573,302,608,333"
3,1800,75.075,5,person,0.9236542,"500,295,527,330"
3,1800,75.075,6,chair,0.91501147,"551,311,578,351"
3,1800,75.075,7,chair,0.87002456,"531,311,557,344"
3,1800,75.075,8,bench,0.863084,"6,340,31,359"
3,1800,75.075,9,bench,0.84231657,"157,328,197,360"
3,1800,75.075,10,chair,0.7628916,"572,320,609,353"
3,1800,75.075,11,person,0.70524937,"419,305,449,343"
3,1800,75.075,12,chair,0.6331885,"606,324,637,356"
3,1800,75.075,13,chair,0.62722147,"447,315,480,342"
3,1800,75.075,14,chair,0.57051474,"500,313,527,336"
3,1800,75.075,15,person,0.5671007,"608,289,624,313"
3,1800,75.075,16,bench,0.54348683,"0,334,20,357"
3,1800,75.075,17,person,0.50591826,"524,290,535,303"
2,6700,279.4458333333333,0,person,0.99849474,"198,18,618,359"
2,6700,279.4458333333333,1,vase,0.8047197,"198,96,249,189"
2,6700,279.4458333333333,2,person,0.5744582,"7,71,34,184"
2,6700,279.4458333333333,3,person,0.5316297,"26,53,74,175"
3,400,16.683333333333334,0,kite,0.55417126,"13,0,598,342"
2,3600,150.15,0,person,0.79033643,"3,17,321,355"
2,5500,229.39583333333334,0,person,0.998431,"300,46,457,237"
2,5500,229.39583333333334,1,person,0.99293983,"59,157,146,340"
2,5500,229.39583333333334,2,cup,0.9761613,"563,146,588,174"
2,5500,229.39583333333334,3,dining table,0.9742018,"157,206,589,351"
2,5500,229.39583333333334,4,cup,0.96694916,"300,226,339,262"
2,5500,229.39583333333334,5,cup,0.9616815,"357,232,386,279"
2,5500,229.39583333333334,6,person,0.96061635,"461,59,546,129"
2,5500,229.39583333333334,7,person,0.9277976,"98,253,227,358"
2,5500,229.39583333333334,8,bowl,0.84030724,"325,248,352,270"
2,5500,229.39583333333334,9,tv,0.83629864,"502,52,543,90"
2,5500,229.39583333333334,10,book,0.7542828,"0,225,39,263"
2,5500,229.39583333333334,11,tv,0.7490082,"450,50,479,83"
2,5500,229.39583333333334,12,book,0.7160888,"95,97,149,164"
2,5500,229.39583333333334,13,book,0.7068579,"0,201,40,231"
2,5500,229.39583333333334,14,cup,0.6886643,"461,125,475,146"
2,5500,229.39583333333334,15,book,0.6443662,"1,291,53,317"
2,5500,229.39583333333334,16,book,0.640867,"0,241,46,283"
2,5500,229.39583333333334,17,cup,0.56954986,"336,147,374,202"
3,500,20.854166666666664,0,car,0.97973734,"367,342,413,356"
3,500,20.854166666666664,1,car,0.97630614,"538,311,585,332"
3,500,20.854166666666664,2,car,0.9698972,"143,327,183,346"
3,500,20.854166666666664,3,car,0.95597565,"265,282,300,296"
3,500,20.854166666666664,4,car,0.94233483,"386,322,440,342"
3,500,20.854166666666664,5,car,0.9263363,"28,317,64,332"
3,500,20.854166666666664,6,car,0.92495096,"370,332,421,353"
3,500,20.854166666666664,7,car,0.8904887,"105,343,148,359"
3,500,20.854166666666664,8,car,0.82174796,"422,315,452,328"
3,500,20.854166666666664,9,car,0.81269014,"288,271,322,285"
3,500,20.854166666666664,10,car,0.8052108,"490,272,520,282"
3,500,20.854166666666664,11,car,0.74452317,"553,233,585,245"
3,500,20.854166666666664,12,car,0.74336505,"398,315,450,332"
3,500,20.854166666666664,13,car,0.7309728,"465,280,505,295"
3,500,20.854166666666664,14,car,0.6894848,"455,306,478,317"
3,500,20.854166666666664,15,car,0.6747916,"432,308,455,324"
3,500,20.854166666666664,16,car,0.6221443,"540,246,565,256"
3,500,20.854166666666664,17,car,0.61167985,"590,207,623,221"
3,500,20.854166666666664,18,car,0.58760715,"573,222,606,231"
3,500,20.854166666666664,19,car,0.56281817,"629,255,640,269"
3,500,20.854166666666664,20,car,0.559313,"591,212,617,222"
3,500,20.854166666666664,21,car,0.54056245,"444,297,466,307"
3,500,20.854166666666664,22,car,0.5165058,"491,264,540,279"
3,800,33.36666666666667,0,person,0.9985856,"286,192,391,359"
3,800,33.36666666666667,1,person,0.99795663,"469,184,537,359"
3,800,33.36666666666667,2,traffic light,0.9967007,"18,44,49,92"
3,800,33.36666666666667,3,person,0.99147624,"181,192,194,221"
3,800,33.36666666666667,4,traffic light,0.9862401,"137,70,155,112"
3,800,33.36666666666667,5,dog,0.97655815,"583,298,637,359"
3,800,33.36666666666667,6,backpack,0.972585,"231,223,266,261"
3,800,33.36666666666667,7,traffic light,0.9506663,"164,126,181,152"
3,800,33.36666666666667,8,person,0.9480447,"283,196,304,234"
3,800,33.36666666666667,9,bicycle,0.94511294,"619,216,639,238"
3,800,33.36666666666667,10,person,0.8979104,"228,203,279,272"
3,800,33.36666666666667,11,person,0.83606625,"201,195,210,214"
3,800,33.36666666666667,12,handbag,0.81252176,"271,253,298,296"
3,800,33.36666666666667,13,traffic light,0.81152904,"136,129,148,153"
3,800,33.36666666666667,14,person,0.80290097,"527,208,538,227"
3,800,33.36666666666667,15,car,0.7691638,"243,186,258,197"
3,800,33.36666666666667,16,car,0.714927,"2,168,254,328"
3,800,33.36666666666667,17,car,0.57082087,"208,186,224,197"
3,800,33.36666666666667,18,person,0.50657,"552,207,561,224"
2,6300,262.7625,0,person,0.9910653,"1,83,260,308"
2,6300,262.7625,1,cup,0.9517289,"209,259,307,352"
2,6300,262.7625,2,person,0.94067377,"5,3,371,154"
2,6300,262.7625,3,bottle,0.9304273,"348,125,410,301"
2,6300,262.7625,4,person,0.5235861,"0,135,30,240"
2,3500,145.97916666666669,0,person,0.99862266,"341,1,550,345"
2,3500,145.97916666666669,1,bowl,0.9861559,"172,33,374,104"
2,3500,145.97916666666669,2,dining table,0.77716494,"3,70,367,349"
2,3500,145.97916666666669,3,knife,0.69425356,"355,210,407,272"
2,3500,145.97916666666669,4,scissors,0.62726563,"354,210,415,303"
2,7300,304.47083333333336,0,person,0.98883164,"499,161,631,346"
2,7300,304.47083333333336,1,person,0.9859125,"0,3,265,348"
2,7300,304.47083333333336,2,person,0.9830952,"293,119,382,271"
2,7300,304.47083333333336,3,person,0.9712821,"252,91,326,187"
2,7300,304.47083333333336,4,person,0.9654223,"379,83,478,173"
2,7300,304.47083333333336,5,person,0.9602372,"484,128,579,247"
2,7300,304.47083333333336,6,person,0.9539359,"350,192,464,358"
2,7300,304.47083333333336,7,bowl,0.95298386,"409,62,440,77"
2,7300,304.47083333333336,8,person,0.9160739,"251,63,297,137"
2,7300,304.47083333333336,9,person,0.9141564,"411,127,509,281"
2,7300,304.47083333333336,10,book,0.88223845,"528,113,583,128"
2,7300,304.47083333333336,11,person,0.8666389,"262,215,336,358"
2,7300,304.47083333333336,12,person,0.7986878,"151,75,179,128"
2,7300,304.47083333333336,13,bowl,0.795948,"386,81,413,101"
2,7300,304.47083333333336,14,book,0.78617084,"581,37,638,91"
2,7300,304.47083333333336,15,person,0.78600883,"158,83,216,129"
2,7300,304.47083333333336,16,book,0.78030044,"532,100,588,118"
2,7300,304.47083333333336,17,book,0.7505677,"552,23,617,77"
2,7300,304.47083333333336,18,person,0.7296754,"231,63,307,152"
2,7300,304.47083333333336,19,person,0.7132528,"174,118,274,286"
2,7300,304.47083333333336,20,book,0.70323277,"531,107,584,122"
2,3300,137.63750000000002,0,person,0.9980552,"333,1,615,353"
2,3300,137.63750000000002,1,dining table,0.8094604,"163,225,417,356"
2,3300,137.63750000000002,2,knife,0.6941819,"312,173,345,240"
2,3300,137.63750000000002,3,dining table,0.6349825,"7,1,430,338"
2,3300,137.63750000000002,4,cake,0.5972021,"169,241,404,355"
2,3700,154.32083333333335,0,person,0.9990038,"3,156,147,359"
2,3700,154.32083333333335,1,person,0.9989372,"453,145,606,355"
2,3700,154.32083333333335,2,person,0.99872464,"155,5,416,358"
2,3700,154.32083333333335,3,person,0.8858898,"609,249,639,333"
2,3700,154.32083333333335,4,teddy bear,0.640781,"249,113,357,205"
3,2200,91.75833333333333,0,bird,0.96920156,"392,240,467,278"
1,1300,54.22083333333334,0,person,0.99950695,"6,50,411,355"
1,1300,54.22083333333334,1,sports ball,0.83262885,"449,239,468,258"
1,1200,50.050000000000004,0,bird,0.6545917,"106,267,124,282"
1,1200,50.050000000000004,1,person,0.62322205,"559,176,579,194"
2,1900,79.24583333333334,0,person,0.9836549,"190,30,601,350"
2,1900,79.24583333333334,1,person,0.96392685,"214,194,468,355"
2,1900,79.24583333333334,2,person,0.9560333,"0,26,259,352"
1,3200,133.46666666666667,0,kite,0.6810532,"363,156,614,346"
